m0; false; false
m1; false; false
m2; false; false
m3; false; false
m4; false; ?
m5; false; false
m6; false; false
m7; false; false
m8; false; ?
m9; false; false
m10; false; false
m11; false; false
m12; false; false
m13; false; false
m14; false; ?
m15; false; false
m16; false; false
m17; false; false
m18; false; false
m19; false; false
m20; false; false
m21; false; false
m22; false; false
m23; false; false
m24; false; false
m25; true; true
m26; false; false
m27; false; false
m28; false; false
m29; false; false
m30; true; true
m31; false; false
m32; false; false
m33; false; false
m34; false; false
m35; false; false
m36; false; false
m37; false; false
m38; false; false
m39; false; false
m40; false; ?
m41; false; false
m42; false; false
m43; false; false
m44; false; false
m45; false; false
m46; false; false
m47; false; false
m48; false; false
m49; true; true
m50; false; ?
m51; true; true
m52; false; ?
m53; false; false
m54; false; false
m55; false; false
m56; false; ?
m57; false; false
m58; false; false
m59; false; false
m60; true; true
m61; false; false
m62; false; false
m63; false; false
m64; false; false
m65; false; false
m66; false; false
m67; false; false
m68; false; false
m69; false; false
m70; false; false
m71; false; false
m72; false; false
m73; false; false
m74; false; false
m75; false; false
m76; false; false
m77; false; false
m78; false; false
m79; false; false
m80; false; false
m81; false; false
m82; false; false
m83; false; false
m84; false; ?
m85; false; false
m86; false; false
m87; false; ?
m88; false; false
m89; false; false
m90; false; false
m91; false; false
m92; false; false
m93; false; false
m94; false; false
m95; false; false
m96; false; false
m97; false; false
m98; false; false
m99; false; false
m100; false; false
m101; false; false
m102; false; false
m103; false; false
m104; false; false
m105; false; false
m106; false; ?
m107; false; false
m108; false; false
m109; false; false
m110; false; false
m111; false; false
m112; false; false
m113; false; false
m114; false; ?
m115; false; false
m116; false; ?
m117; false; false
m118; true; true
m119; false; false
m120; false; false
m121; false; false
m122; true; true
m123; false; false
m124; false; false
m125; false; false
m126; false; false
m127; false; false
m128; false; false
m129; false; false
m130; false; ?
m131; false; ?
m132; false; false
m133; false; false
m134; false; false
m135; false; false
m136; false; false
m137; false; ?
m138; false; false
m139; false; false
m140; false; false
m141; false; false
m142; false; false
m143; false; false
m144; true; true
m145; false; ?
m146; false; false
m147; false; ?
m148; false; false
m149; false; false
m150; false; false
m151; false; false
m152; false; false
m153; true; true
m154; true; true
m155; false; ?
m156; false; false
m157; false; ?
m158; false; false
m159; false; false
m160; false; false
m161; false; false
m162; false; false
m163; false; false
m164; false; false
m165; false; false
m166; false; false
m167; false; ?
m168; false; false
m169; false; false
m170; false; false
m171; false; false
m172; false; ?
m173; false; ?
m174; false; false
m175; false; false
m176; false; false
m177; false; false
m178; false; false
m179; false; false
m180; false; false
m181; false; false
m182; false; ?
m183; false; ?
m184; false; false
m185; false; false
m186; false; false
m187; false; false
m188; false; false
m189; false; false
m190; false; false
m191; false; false
m192; false; ?
m193; false; false
m194; false; false
m195; true; true
m196; false; false
m197; true; true
m198; false; ?
m199; false; false
m200; false; false
m201; false; ?
m202; false; false
m203; false; false
m204; false; ?
m205; false; ?
m206; false; false
m207; false; ?
m208; true; true
m209; false; false
m210; false; false
m211; false; false
m212; false; false
m213; false; false
m214; false; false
m215; false; false
m216; false; ?
m217; false; false
m218; true; true
m219; false; false
m220; false; false
m221; false; false
m222; false; false
m223; false; false
m224; false; false
m225; false; ?
m226; false; false
m227; false; false
m228; false; false
m229; false; false
m230; false; false
m231; false; false
m232; false; false
m233; false; false
m234; false; false
m235; false; false
m236; false; false
m237; false; ?
m238; false; ?
m239; false; false
m240; false; false
m241; false; false
m242; false; false
m243; false; ?
m244; false; false
m245; false; false
m246; false; ?
m247; false; ?
m248; false; false
m249; false; false
m250; false; ?
m251; false; false
m252; false; false
m253; false; false
m254; false; false
m255; false; false
m256; false; false
m257; true; true
